"","RXDDRGID","RXDDRUG","RXDINGFL","RXDDCI1A","RXDDCI1B","RXDDCI1C","RXDDCI2A","RXDDCI2B","RXDDCI2C","RXDDCI3A","RXDDCI3B","RXDDCI3C","RXDDCI4A","RXDDCI4B","RXDDCI4C","RXDICI1A","RXDICI1B","RXDICI1C","RXDICI2A","RXDICI2B","RXDICI2C","RXDICI3A","RXDICI3B","RXDICI3C","RXDICI4A","RXDICI4B","RXDICI4C","RXDICI5A","RXDICI5B","RXDICI5C","RXDICI6A","RXDICI6B","RXDICI6C","RXDDCN1A","RXDDCN1B","RXDDCN1C","RXDDCN2A","RXDDCN2B","RXDDCN2C","RXDDCN3A","RXDDCN3B","RXDDCN3C","RXDDCN4A","RXDDCN4B","RXDDCN4C","RXDICN1A","RXDICN1B","RXDICN1C","RXDICN2A","RXDICN2B","RXDICN2C","RXDICN3A","RXDICN3B","RXDICN3C","RXDICN4A","RXDICN4B","RXDICN4C","RXDICN5A","RXDICN5B","RXDICN5C","RXDICN6A","RXDICN6B","RXDICN6C"
"1141","d04547","ATOVAQUONE; PROGUANIL",2,1,5,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,239,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","ANTIMALARIAL COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIMALARIAL AGENTS","MISCELLANEOUS ANTIMALARIALS","ANTI-INFECTIVES","MISCELLANEOUS ANTIBIOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","d04557","CLOBAZAM",1,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,57,64,203,57,67,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTICONVULSANTS","BENZODIAZEPINE ANTICONVULSANTS","CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","BENZODIAZEPINES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","d04572","FORMOTEROL",1,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","d04597","TETRABENAZINE",1,57,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","VMAT2 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","VMAT2 INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","d04611","FLUTICASONE; SALMETEROL",2,122,125,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,125,180,122,130,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","BRONCHODILATOR COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","BRONCHODILATORS","ADRENERGIC BRONCHODILATORS","RESPIRATORY AGENTS","RESPIRATORY INHALANT PRODUCTS","INHALED CORTICOSTEROIDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","d04654","DOXYLAMINE; PYRIDOXINE",2,57,65,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,67,70,115,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANTIEMETIC/ANTIVERTIGO AGENTS","MISCELLANEOUS ANTIEMETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANXIOLYTICS, SEDATIVES, AND HYPNOTICS","MISCELLANEOUS ANXIOLYTICS, SEDATIVES AND HYPNOTICS","NUTRITIONAL PRODUCTS","VITAMINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","d04695","COLESEVELAM",1,358,19,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,19,252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","BILE ACID SEQUESTRANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIHYPERLIPIDEMIC AGENTS","BILE ACID SEQUESTRANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","d04696","TRIPTORELIN",1,20,24,NA,97,101,279,NA,NA,NA,NA,NA,NA,20,24,NA,97,101,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTINEOPLASTIC HORMONES",NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","GONADOTROPIN-RELEASING HORMONE AND ANALOGS",NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTINEOPLASTIC HORMONES",NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","GONADOTROPIN-RELEASING HORMONE AND ANALOGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","d04697","INSULIN ASPART",1,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","INSULIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","d04700","BALSALAZIDE",1,87,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","5-AMINOSALICYLATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","5-AMINOSALICYLATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","d04703","GLYBURIDE; METFORMIN",2,358,99,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,213,358,99,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","ANTIDIABETIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","SULFONYLUREAS","METABOLIC AGENTS","ANTIDIABETIC AGENTS","BIGUANIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","d04707","LEVOFLOXACIN OPHTHALMIC",1,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","d04708","ZOLEDRONIC ACID",1,358,409,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,409,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","BONE RESORPTION INHIBITORS","BISPHOSPHONATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","BONE RESORPTION INHIBITORS","BISPHOSPHONATES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","d04711","CANDESARTAN; HYDROCHLOROTHIAZIDE",2,40,55,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","ANGIOTENSIN II INHIBITORS WITH THIAZIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS","CARDIOVASCULAR AGENTS","ANGIOTENSIN II INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","d04717","LOPINAVIR; RITONAVIR",2,1,7,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,175,1,7,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PROTEASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PROTEASE INHIBITORS","ANTI-INFECTIVES","ANTIVIRAL AGENTS","ANTIVIRAL BOOSTERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1156","d04721","ESTRADIOL; MEDROXYPROGESTERONE",2,97,101,102,97,101,186,NA,NA,NA,NA,NA,NA,20,24,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","SEX HORMONE COMBINATIONS",NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","ANTINEOPLASTIC HORMONES",NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA
"1157","d04722","DICLOFENAC TOPICAL",1,133,136,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL NON-STEROIDAL ANTI-INFLAMMATORIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL NON-STEROIDAL ANTI-INFLAMMATORIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","d04725","IRON SUCROSE",1,115,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","IRON PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NUTRITIONAL PRODUCTS","IRON PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1159","d04727","ABACAVIR; LAMIVUDINE; ZIDOVUDINE",2,1,7,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","ANTIVIRAL COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","d04737","HYDROCHLOROTHIAZIDE; TELMISARTAN",2,40,55,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,49,156,40,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","ANTIHYPERTENSIVE COMBINATIONS","ANGIOTENSIN II INHIBITORS WITH THIAZIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","DIURETICS","THIAZIDE AND THIAZIDE-LIKE DIURETICS","CARDIOVASCULAR AGENTS","ANGIOTENSIN II INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","d04740","TACROLIMUS TOPICAL",1,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","MISCELLANEOUS TOPICAL AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","d04741","CARBETAPENTANE; GUAIFENESIN; PHENYLEPHRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,NA,122,124,NA,122,127,NA,122,128,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CARDIOVASCULAR AGENTS","VASOPRESSORS",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,"RESPIRATORY AGENTS","EXPECTORANTS",NA,NA,NA,NA,NA,NA,NA
"1163","d04742","BENZOYL PEROXIDE; CLINDAMYCIN TOPICAL",2,133,136,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,143,133,151,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ACNE AGENTS","TOPICAL AGENTS","VAGINAL PREPARATIONS","VAGINAL ANTI-INFECTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","d04743","NATEGLINIDE",1,358,99,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,99,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","MEGLITINIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"METABOLIC AGENTS","ANTIDIABETIC AGENTS","MEGLITINIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","d04745","CHLOROXYLENOL; PRAMOXINE OTIC",2,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,148,170,133,148,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANTI-INFECTIVES","TOPICAL AGENTS","OTIC PREPARATIONS","OTIC ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1166","d04747","ZIPRASIDONE",1,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,251,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PSYCHOTHERAPEUTIC AGENTS","ANTIPSYCHOTICS","ATYPICAL ANTIPSYCHOTICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1167","d04749","ESOMEPRAZOLE",1,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","PROTON PUMP INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168","d04750","GALANTAMINE",1,57,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CHOLINESTERASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","CHOLINESTERASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","d04752","CARBINOXAMINE; HYDROCODONE; PSEUDOEPHEDRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,60,122,123,NA,122,124,NA,122,127,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS","RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA
"1170","d04753","TRAVOPROST OPHTHALMIC",1,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","d04754","BIMATOPROST OPHTHALMIC",1,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,147,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","OPHTHALMIC PREPARATIONS","OPHTHALMIC GLAUCOMA AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","d04755","VALGANCICLOVIR",1,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","PURINE NUCLEOSIDES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","d04757","ALMOTRIPTAN",1,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","ANTIMIGRAINE AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","d04758","IMATINIB",1,20,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","BCR-ABL TYROSINE KINASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTINEOPLASTICS","BCR-ABL TYROSINE KINASE INHIBITORS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","d04760","DROSPIRENONE; ETHINYL ESTRADIOL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","d04762","METHSCOPOLAMINE; PSEUDOEPHEDRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,355,89,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GASTROINTESTINAL AGENTS","FUNCTIONAL BOWEL DISORDER AGENTS","ANTICHOLINERGICS/ANTISPASMODICS","RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","d04764","CETIRIZINE; PSEUDOEPHEDRINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,122,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","DECONGESTANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","d04765","HYDROCORTISONE; LIDOCAINE TOPICAL",2,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,136,138,133,136,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL STEROIDS","TOPICAL AGENTS","DERMATOLOGICAL AGENTS","TOPICAL ANESTHETICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","d04766","ACETAMINOPHEN; TRAMADOL",2,57,58,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,58,59,57,58,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESIC COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","MISCELLANEOUS ANALGESICS","CENTRAL NERVOUS SYSTEM AGENTS","ANALGESICS","NARCOTIC ANALGESICS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","d04767","CEFDITOREN",1,1,9,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","CEPHALOSPORINS","THIRD GENERATION CEPHALOSPORINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","CEPHALOSPORINS","THIRD GENERATION CEPHALOSPORINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","d04770","CARBETAPENTANE; CHLORPHENIRAMINE",2,122,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,123,NA,122,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","UPPER RESPIRATORY COMBINATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESPIRATORY AGENTS","ANTIHISTAMINES",NA,"RESPIRATORY AGENTS","ANTITUSSIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1182","d04771","DARBEPOETIN ALFA",1,28,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOLOGICALS","ERYTHROPOIESIS-STIMULATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BIOLOGICALS","ERYTHROPOIESIS-STIMULATING AGENTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1183","d04772","ETONOGESTREL",1,97,101,102,97,101,185,NA,NA,NA,NA,NA,NA,97,101,102,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1184","d04773","ETHINYL ESTRADIOL; ETONOGESTREL",2,97,101,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,101,102,97,101,183,97,101,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HORMONES/HORMONE MODIFIERS","SEX HORMONES","CONTRACEPTIVES","HORMONES/HORMONE MODIFIERS","SEX HORMONES","ESTROGENS","HORMONES/HORMONE MODIFIERS","SEX HORMONES","PROGESTINS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","d04774","TENOFOVIR",1,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ANTI-INFECTIVES","ANTIVIRAL AGENTS","NRTIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
